"t","lot_id","occ_rate_max","occ_rate_avg","capacity","price_model1","time","diff"
"2016-10-05T00:00:00.000000000","Others-CCCPS135a","0.8372392480041205","0.7056685838555528","3883","13.528342919277764","1776630902524","1"
"2016-10-05T00:00:00.000000000","Shopping","0.7604166666666666","0.6500868055555555","1920","13.250434027777779","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMNCPHST01","0.6491666666666667","0.5360648148148148","1200","12.680324074074074","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMNCPNST01","0.7855670103092783","0.6980526918671248","485","13.490263459335624","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMMBMMBX01","0.9475982532751092","0.7690441533236293","687","13.845220766618146","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS202","0.4756554307116105","0.39796844853024627","2937","11.989842242651232","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS119a","0.21584017124509455","0.1737820589051413","2803","10.868910294525707","1776630902524","1"
"2016-10-05T00:00:00.000000000","Broad Street","0.9898550724637681","0.8128824476650564","690","14.064412238325282","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS105a","0.7386759581881533","0.6132404181184669","2009","13.066202090592334","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS98","0.41798259748630356","0.3496974254305869","3103","11.748487127152934","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMBCCTHL01","0.8630490956072352","0.6948033304622452","387","13.474016652311226","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMBCCMKT01","0.4662045060658579","0.31552089351049495","577","11.577604467552474","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS8","0.632375189107413","0.532274331820474","1322","12.66137165910237","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMEURBRD01","0.9872340425531915","0.8166666666666667","470","14.083333333333332","1776630902524","1"
"2016-10-06T00:00:00.000000000","Broad Street","0.9695652173913043","0.8106280193236715","690","14.053140096618357","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS202","0.47191011235955055","0.40640487269700754","2937","12.032024363485037","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMNCPHST01","0.6491666666666667","0.546712962962963","1200","12.733564814814816","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS119a","0.21512665001783804","0.18022356998454037","2803","10.901117849922702","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS8","0.6255673222390318","0.5403429147755925","1322","12.701714573877963","1776630903614","1"
"2016-10-06T00:00:00.000000000","Shopping","0.753125","0.6513599537037037","1920","13.256799768518519","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMNCPNST01","0.7752577319587629","0.6979381443298969","485","13.489690721649485","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS135a","0.8274530002575329","0.7059404240707357","3883","13.52970212035368","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMBCCMKT01","0.317157712305026","0.2286732139418448","577","11.143366069709224","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMBCCTHL01","0.8914728682170543","0.7647143267298306","387","13.823571633649152","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS105a","0.741662518666003","0.6273436203749793","2009","13.136718101874896","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMEURBRD01","0.9680851063829787","0.8091016548463357","470","14.045508274231679","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMMBMMBX01","0.9650655021834061","0.7947598253275109","687","13.973799126637555","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS98","0.412181759587496","0.35245461381458804","3103","11.76227306907294","1776630903614","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS119a","0.21584017124509455","0.16963967178023545","2803","10.848198358901177","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS105a","0.7147834743653559","0.6005475360876057","2009","13.002737680438027","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS135a","0.8078805047643575","0.683577989526998","3883","13.41788994763499","1776630904442","1"
"2016-10-07T00:00:00.000000000","Shopping","0.740625","0.6343749999999999","1920","13.171875","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMEURBRD01","0.9893617021276596","0.8226950354609929","470","14.113475177304965","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS202","0.4589717398706163","0.38890780463814173","2937","11.944539023190709","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMNCPNST01","0.7134020618556701","0.6538373424971363","485","13.26918671248568","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMNCPHST01","0.6066666666666667","0.5019444444444444","1200","12.509722222222223","1776630904442","1"
"2016-10-07T00:00:00.000000000","Broad Street","0.9855072463768116","0.8192431561996779","690","14.096215780998389","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS98","0.4134708346761199","0.3458122963440398","3103","11.7290614817202","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMMBMMBX01","0.9592430858806404","0.7861879346595504","687","13.930939673297752","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMBCCTHL01","0.8527131782945736","0.6714039621016366","387","13.357019810508183","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMBCCMKT01","0.36048526863084923","0.26092817253995765","577","11.304640862699788","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS8","0.5937972768532527","0.5040763153471172","1322","12.520381576735586","1776630904442","1"
"2016-10-08T00:00:00.000000000","Others-CCCPS119a","0.18230467356403854","0.14932413683751536","2803","10.746620684187576","1776630905408","1"
"2016-10-08T00:00:00.000000000","BHMBCCMKT01","0.36395147313691506","0.269208549971115","577","11.346042749855576","1776630905408","1"
"2016-10-08T00:00:00.000000000","BHMMBMMBX01","0.9708879184861717","0.8484554423419053","687","14.242277211709526","1776630905408","1"
"2016-10-08T00:00:00.000000000","Others-CCCPS8","0.5287443267776096","0.4527231467473525","1322","12.263615733736764","1776630905408","1"
"2016-10-08T00:00:00.000000000","Others-CCCPS98","0.38930067676442154","0.338597056611881","3103","11.692985283059405","1776630905408","1"
"2016-10-08T00:00:00.000000000","Others-CCCPS105a","0.679940268790443","0.5880482274210497","2009","12.940241137105248","1776630905408","1"
"2016-10-08T00:00:00.000000000","BHMNCPNST01","0.6494845360824743","0.5772050400916381","485","12.88602520045819","1776630905408","1"
"2016-10-08T00:00:00.000000000","BHMBCCTHL01","0.7390180878552972","0.5961814527706001","387","12.980907263853","1776630905408","1"
"2016-10-08T00:00:00.000000000","BHMEURBRD01","0.7808510638297872","0.6739952718676122","470","13.369976359338061","1776630905408","1"
"2016-10-08T00:00:00.000000000","Others-CCCPS135a","0.6891578676281226","0.5846567659598821","3883","12.923283829799411","1776630905408","1"
"2016-10-08T00:00:00.000000000","BHMNCPHST01","0.5691666666666667","0.48259259259259263","1200","12.412962962962963","1776630905408","1"
"2016-10-08T00:00:00.000000000","Shopping","0.6598958333333333","0.572511574074074","1920","12.86255787037037","1776630905408","1"
"2016-10-08T00:00:00.000000000","Broad Street","0.7898550724637681","0.6849436392914654","690","13.424718196457327","1776630905408","1"
"2016-10-08T00:00:00.000000000","Others-CCCPS202","0.38678924072182497","0.3348087617750539","2937","11.67404380887527","1776630905408","1"
"2016-10-09T00:00:00.000000000","Others-CCCPS119a","0.20692115590438814","0.14228802473540253","2803","10.711440123677013","1776630906156","1"
"2016-10-09T00:00:00.000000000","BHMNCPNST01","0.5670103092783505","0.4812142038946162","485","12.406071019473082","1776630906156","1"
"2016-10-09T00:00:00.000000000","Others-CCCPS8","0.6104387291981845","0.44503277861825513","1322","12.225163893091276","1776630906156","1"
"2016-10-09T00:00:00.000000000","Shopping","0.496875","0.36461226851851847","1920","11.823061342592592","1776630906156","1"
"2016-10-09T00:00:00.000000000","Others-CCCPS202","0.27579162410623087","0.20743010630651082","2937","11.037150531532554","1776630906156","1"
"2016-10-09T00:00:00.000000000","Others-CCCPS105a","0.7073170731707317","0.5424478734583265","2009","12.712239367291632","1776630906156","1"
"2016-10-09T00:00:00.000000000","BHMBCCMKT01","0.7036395147313691","0.4618717504332756","577","12.309358752166379","1776630906156","1"
"2016-10-09T00:00:00.000000000","Others-CCCPS98","0.3628746374476313","0.28807247466609376","3103","11.44036237333047","1776630906156","1"
"2016-10-09T00:00:00.000000000","BHMEURBRD01","0.3829787234042553","0.2296690307328605","470","11.148345153664302","1776630906156","1"
