"t","lot_id","occ_rate_avg","queue_avg","traffic_avg","special_any","veh_weight_avg","lat","lon","price_model2","time","diff"
"2016-10-05T00:00:00.000000000","Others-CCCPS135a","0.7056685838555528","5.222222222222222","0.6666666666666666","0","0.9166666666666666","26.14749943","91.72800489","12.686450196011103","1776630902524","1"
"2016-10-05T00:00:00.000000000","Shopping","0.6500868055555555","4.611111111111111","0.6666666666666666","0","0.9722222222222222","26.15050395","91.73353109","12.241927083333334","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMNCPHST01","0.5360648148148148","4.0","0.7222222222222222","0","0.8611111111111112","26.14001386","91.73099967","11.53875","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMNCPNST01","0.6980526918671248","4.222222222222222","0.8333333333333334","0","1.0","26.14004753","91.73097233","12.205269186712487","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMMBMMBX01","0.7690441533236293","4.111111111111111","0.7777777777777778","0","1.0","20.0000347","78.00000286","12.362688015526444","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS202","0.39796844853024627","4.888888888888889","0.8888888888888888","0","0.8888888888888888","26.14749053","91.72799688","11.582794234479628","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS119a","0.1737820589051413","3.9444444444444446","0.7777777777777778","0","1.0","26.14754061","91.72797041","10.493568398937647","1776630902524","1"
"2016-10-05T00:00:00.000000000","Broad Street","0.8128824476650564","4.333333333333333","0.8333333333333334","0","0.8611111111111112","26.13795775","91.74099445","12.53586956521739","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS105a","0.6132404181184669","4.666666666666667","0.7777777777777778","0","0.8333333333333334","26.14747299","91.72804914","12.089721254355402","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS98","0.3496974254305869","4.888888888888889","0.8333333333333334","0","0.8888888888888888","26.14749998","91.72797778","11.43798116518065","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMBCCTHL01","0.6948033304622452","3.611111111111111","0.7222222222222222","0","0.9722222222222222","26.14449459","91.73620513","11.876076658053403","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMBCCMKT01","0.31552089351049495","3.611111111111111","0.8333333333333334","0","0.9166666666666666","26.14453614","91.73617216","10.710451569420375","1776630902524","1"
"2016-10-05T00:00:00.000000000","Others-CCCPS8","0.532274331820474","4.277777777777778","0.8333333333333334","0","1.0277777777777777","26.14754886","91.72799519","11.7496007732392","1776630902524","1"
"2016-10-05T00:00:00.000000000","BHMEURBRD01","0.8166666666666667","4.055555555555555","0.7222222222222222","0","0.8333333333333334","26.14901995","91.7395035","12.394444444444446","1776630902524","1"
"2016-10-06T00:00:00.000000000","Broad Street","0.8106280193236715","4.333333333333333","0.7777777777777778","0","0.8888888888888888","26.13795775","91.74099445","12.542995169082126","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS202","0.40640487269700754","5.277777777777778","1.0","0","1.0555555555555556","26.14749053","91.72799688","11.63588128475769","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMNCPHST01","0.546712962962963","4.833333333333333","1.0","0","0.9444444444444444","26.14001386","91.73099967","11.779027777777777","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS119a","0.18022356998454037","4.555555555555555","0.8333333333333334","0","0.9444444444444444","26.14754061","91.72797041","10.79067070995362","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS8","0.5403429147755925","4.888888888888889","0.9444444444444444","0","0.8611111111111112","26.14754886","91.72799519","11.996028744326779","1776630903614","1"
"2016-10-06T00:00:00.000000000","Shopping","0.6513599537037037","4.722222222222222","0.7222222222222222","0","0.9166666666666666","26.15050395","91.73353109","12.273524305555556","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMNCPNST01","0.6979381443298969","4.222222222222222","0.8333333333333334","0","1.0555555555555556","26.14004753","91.73097233","12.23270332187858","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS135a","0.7059404240707357","5.611111111111111","0.7777777777777778","0","0.8333333333333334","26.14749943","91.72800489","12.840043494434429","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMBCCMKT01","0.2286732139418448","3.5555555555555554","1.0","0","1.0","26.14453614","91.73617216","10.213797419603312","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMBCCTHL01","0.7647143267298306","4.388888888888889","1.0","0","0.8611111111111112","26.14449459","91.73620513","12.169142980189491","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS105a","0.6273436203749793","5.0","0.8888888888888888","0","0.8888888888888888","26.14747299","91.72804914","12.326475305569382","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMEURBRD01","0.8091016548463357","4.444444444444445","0.8333333333333334","0","0.8611111111111112","26.14901995","91.7395035","12.580082742316785","1776630903614","1"
"2016-10-06T00:00:00.000000000","BHMMBMMBX01","0.7947598253275109","4.666666666666667","0.8333333333333334","0","0.7777777777777778","20.0000347","78.00000286","12.606501698204756","1776630903614","1"
"2016-10-06T00:00:00.000000000","Others-CCCPS98","0.35245461381458804","5.222222222222222","0.9444444444444444","0","0.8888888888888888","26.14749998","91.72797778","11.61291939699932","1776630903614","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS119a","0.16963967178023545","4.166666666666667","0.8888888888888888","0","0.8888888888888888","26.14754061","91.72797041","10.536696793118486","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS105a","0.6005475360876057","5.0","0.9444444444444444","0","0.9166666666666666","26.14747299","91.72804914","12.259975941596151","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS135a","0.683577989526998","5.277777777777778","0.7222222222222222","0","0.7777777777777778","26.14749943","91.72800489","12.578511746358771","1776630904442","1"
"2016-10-07T00:00:00.000000000","Shopping","0.6343749999999999","4.944444444444445","0.7777777777777778","0","0.9444444444444444","26.15050395","91.73353109","12.347569444444444","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMEURBRD01","0.8226950354609929","4.0","0.8333333333333334","0","0.9722222222222222","26.14901995","91.7395035","12.45419621749409","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS202","0.38890780463814173","4.888888888888889","0.7777777777777778","0","0.9166666666666666","26.14749053","91.72799688","11.569501191692204","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMNCPNST01","0.6538373424971363","3.8333333333333335","0.7222222222222222","0","0.9166666666666666","26.14004753","91.73097233","11.836512027491409","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMNCPHST01","0.5019444444444444","4.611111111111111","0.7777777777777778","0","0.8611111111111112","26.14001386","91.73099967","11.741944444444442","1776630904442","1"
"2016-10-07T00:00:00.000000000","Broad Street","0.8192431561996779","4.333333333333333","0.8333333333333334","0","0.9722222222222222","26.13795775","91.74099445","12.610507246376812","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS98","0.3458122963440398","4.666666666666667","0.8333333333333334","0","0.7777777777777778","26.14749998","91.72797778","11.25965911125434","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMMBMMBX01","0.7861879346595504","4.555555555555555","0.7777777777777778","0","1.1944444444444444","20.0000347","78.00000286","12.733563803978651","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMBCCTHL01","0.6714039621016366","3.7222222222222223","0.7777777777777778","0","1.0555555555555556","26.14449459","91.73620513","11.9031007751938","1776630904442","1"
"2016-10-07T00:00:00.000000000","BHMBCCMKT01","0.26092817253995765","3.2777777777777777","0.6666666666666666","0","0.8611111111111112","26.14453614","91.73617216","10.352228962064318","1776630904442","1"
"2016-10-07T00:00:00.000000000","Others-CCCPS8","0.5040763153471172","4.333333333333333","0.8333333333333334","0","0.9722222222222222","26.14754886","91.72799519","11.665006723819129","1776630904442","1"
"2016-10-08T00:00:00.000000000","Others-CCCPS119a","0.14932413683751536","4.277777777777778","0.8888888888888888","0","1.0","26.14754061","91.72797041","10.586861299401436","1776630905408","1"
"2016-10-08T00:00:00.000000000","BHMBCCMKT01","0.269208549971115","3.5555555555555554","0.8333333333333334","0","0.8888888888888888","26.14453614","91.73617216","10.529847872135567","1776630905408","1"
"2016-10-08T00:00:00.000000000","BHMMBMMBX01","0.8484554423419053","3.9444444444444446","0.7222222222222222","0","1.0","20.0000347","78.00000286","12.517588549247938","1776630905408","1"
"2016-10-08T00:00:00.000000000","Others-CCCPS8","0.4527231467473525","4.5","0.7777777777777778","0","0.9722222222222222","26.14754886","91.72799519","11.594280551353169","1776630905408","1"
"2016-10-08T00:00:00.000000000","Others-CCCPS98","0.338597056611881","4.555555555555555","0.7222222222222222","0","0.8611111111111112","26.14749998","91.72797778","11.224124503168976","1776630905408","1"
