Timestamp,SystemCodeNumber,Capacity,Occupancy,OccupancyRate,QueueLength,TrafficLevel,IsSpecialDay,VehicleTypeWeight,Latitude,Longitude
2016-10-04 07:59:00,BHMNCPHST01,1200,237,0.1975,2,0,0,0.5,26.14001386,91.73099967
2016-10-04 08:25:00,BHMNCPHST01,1200,315,0.2625,2,0,0,0.5,26.14001386,91.73099967
2016-10-04 08:59:00,BHMNCPHST01,1200,441,0.3675,2,0,0,1.0,26.14001386,91.73099967
2016-10-04 09:32:00,BHMNCPHST01,1200,552,0.46,2,0,0,0.5,26.14001386,91.73099967
2016-10-04 09:59:00,BHMNCPHST01,1200,638,0.5316666666666666,2,0,0,1.0,26.14001386,91.73099967
2016-10-04 10:26:00,BHMNCPHST01,1200,686,0.5716666666666667,4,1,0,1.0,26.14001386,91.73099967
2016-10-04 10:59:00,BHMNCPHST01,1200,729,0.6075,4,1,0,1.0,26.14001386,91.73099967
2016-10-04 11:25:00,BHMNCPHST01,1200,765,0.6375,5,1,0,1.0,26.14001386,91.73099967
2016-10-04 11:59:00,BHMNCPHST01,1200,771,0.6425,6,1,0,1.0,26.14001386,91.73099967
2016-10-04 12:29:00,BHMNCPHST01,1200,779,0.6491666666666667,9,2,0,0.5,26.14001386,91.73099967
2016-10-04 13:02:00,BHMNCPHST01,1200,773,0.6441666666666667,7,2,0,1.5,26.14001386,91.73099967
2016-10-04 13:29:00,BHMNCPHST01,1200,758,0.6316666666666667,6,1,0,1.0,26.14001386,91.73099967
2016-10-04 14:02:00,BHMNCPHST01,1200,757,0.6308333333333334,5,1,0,1.0,26.14001386,91.73099967
2016-10-04 14:29:00,BHMNCPHST01,1200,760,0.6333333333333333,4,1,0,1.0,26.14001386,91.73099967
2016-10-04 14:57:00,BHMNCPHST01,1200,727,0.6058333333333333,4,1,0,1.0,26.14001386,91.73099967
2016-10-04 15:30:00,BHMNCPHST01,1200,678,0.565,3,0,0,1.0,26.14001386,91.73099967
2016-10-04 16:04:00,BHMNCPHST01,1200,648,0.54,3,0,0,0.5,26.14001386,91.73099967
2016-10-04 16:31:00,BHMNCPHST01,1200,565,0.4708333333333333,2,1,0,0.5,26.14001386,91.73099967
2016-10-05 07:57:00,BHMNCPHST01,1200,229,0.19083333333333333,2,1,0,1.0,26.14001386,91.73099967
2016-10-05 08:30:00,BHMNCPHST01,1200,333,0.2775,2,0,0,0.5,26.14001386,91.73099967
2016-10-05 09:04:00,BHMNCPHST01,1200,470,0.39166666666666666,2,0,0,0.5,26.14001386,91.73099967
2016-10-05 09:30:00,BHMNCPHST01,1200,584,0.4866666666666667,3,0,0,1.0,26.14001386,91.73099967
2016-10-05 10:04:00,BHMNCPHST01,1200,699,0.5825,5,1,0,1.0,26.14001386,91.73099967
2016-10-05 10:30:00,BHMNCPHST01,1200,736,0.6133333333333333,5,1,0,1.5,26.14001386,91.73099967
2016-10-05 11:04:00,BHMNCPHST01,1200,757,0.6308333333333334,5,1,0,0.5,26.14001386,91.73099967
2016-10-05 11:30:00,BHMNCPHST01,1200,774,0.645,6,1,0,1.0,26.14001386,91.73099967
2016-10-05 12:04:00,BHMNCPHST01,1200,779,0.6491666666666667,9,2,0,1.5,26.14001386,91.73099967
2016-10-05 12:30:00,BHMNCPHST01,1200,770,0.6416666666666667,9,2,0,1.0,26.14001386,91.73099967
2016-10-05 12:57:00,BHMNCPHST01,1200,756,0.63,8,2,0,1.0,26.14001386,91.73099967
2016-10-05 13:30:00,BHMNCPHST01,1200,761,0.6341666666666667,8,2,0,1.0,26.14001386,91.73099967
2016-10-05 13:57:00,BHMNCPHST01,1200,764,0.6366666666666667,5,1,0,0.5,26.14001386,91.73099967
2016-10-05 14:30:00,BHMNCPHST01,1200,767,0.6391666666666667,4,1,0,1.0,26.14001386,91.73099967
2016-10-05 14:57:00,BHMNCPHST01,1200,747,0.6225,6,2,0,1.0,26.14001386,91.73099967
2016-10-05 15:30:00,BHMNCPHST01,1200,698,0.5816666666666667,4,1,0,1.0,26.14001386,91.73099967
2016-10-05 16:04:00,BHMNCPHST01,1200,641,0.5341666666666667,2,0,0,1.0,26.14001386,91.73099967
2016-10-05 16:30:00,BHMNCPHST01,1200,544,0.4533333333333333,2,0,0,1.0,26.14001386,91.73099967
2016-10-06 07:57:00,BHMNCPHST01,1200,225,0.1875,2,0,0,0.5,26.14001386,91.73099967
2016-10-06 08:30:00,BHMNCPHST01,1200,304,0.25333333333333335,2,0,0,0.5,26.14001386,91.73099967
2016-10-06 08:57:00,BHMNCPHST01,1200,402,0.335,2,0,0,1.0,26.14001386,91.73099967
2016-10-06 09:30:00,BHMNCPHST01,1200,534,0.445,3,0,0,0.5,26.14001386,91.73099967
2016-10-06 10:03:00,BHMNCPHST01,1200,606,0.505,3,0,0,0.5,26.14001386,91.73099967
2016-10-06 10:30:00,BHMNCPHST01,1200,646,0.5383333333333333,5,1,0,0.5,26.14001386,91.73099967
2016-10-06 10:57:00,BHMNCPHST01,1200,676,0.5633333333333334,5,1,0,1.5,26.14001386,91.73099967
2016-10-06 11:30:00,BHMNCPHST01,1200,696,0.58,6,1,0,1.0,26.14001386,91.73099967
