Timestamp,SystemCodeNumber,Capacity,Occupancy,OccupancyRate,QueueLength,TrafficLevel,IsSpecialDay,VehicleTypeWeight,Latitude,Longitude
2016-10-04 07:59:00,BHMEURBRD01,470,117,0.24893617021276596,2,0,0,1.0,26.14901995,91.7395035
2016-10-04 08:25:00,BHMEURBRD01,470,174,0.3702127659574468,1,0,0,0.5,26.14901995,91.7395035
2016-10-04 08:59:00,BHMEURBRD01,470,269,0.5723404255319149,2,0,0,1.5,26.14901995,91.7395035
2016-10-04 09:32:00,BHMEURBRD01,470,351,0.7468085106382979,3,0,0,0.5,26.14901995,91.7395035
2016-10-04 09:59:00,BHMEURBRD01,470,397,0.8446808510638298,2,0,0,0.5,26.14901995,91.7395035
2016-10-04 10:26:00,BHMEURBRD01,470,430,0.9148936170212766,3,0,0,1.0,26.14901995,91.7395035
2016-10-04 10:59:00,BHMEURBRD01,470,458,0.9744680851063829,6,2,0,0.5,26.14901995,91.7395035
2016-10-04 11:25:00,BHMEURBRD01,470,464,0.9872340425531915,5,1,0,1.0,26.14901995,91.7395035
2016-10-04 11:59:00,BHMEURBRD01,470,460,0.9787234042553191,5,1,0,0.5,26.14901995,91.7395035
2016-10-04 12:29:00,BHMEURBRD01,470,464,0.9872340425531915,8,2,0,1.0,26.14901995,91.7395035
2016-10-04 13:02:00,BHMEURBRD01,470,458,0.9744680851063829,8,2,0,1.0,26.14901995,91.7395035
2016-10-04 13:29:00,BHMEURBRD01,470,450,0.9574468085106383,8,2,0,1.0,26.14901995,91.7395035
2016-10-04 14:02:00,BHMEURBRD01,470,446,0.948936170212766,4,1,0,1.0,26.14901995,91.7395035
2016-10-04 14:29:00,BHMEURBRD01,470,433,0.9212765957446809,4,1,0,0.5,26.14901995,91.7395035
2016-10-04 14:57:00,BHMEURBRD01,470,426,0.9063829787234042,4,1,0,1.0,26.14901995,91.7395035
2016-10-04 15:30:00,BHMEURBRD01,470,411,0.874468085106383,3,0,0,1.0,26.14901995,91.7395035
2016-10-04 16:04:00,BHMEURBRD01,470,376,0.8,3,0,0,0.5,26.14901995,91.7395035
2016-10-04 16:31:00,BHMEURBRD01,470,325,0.6914893617021277,2,0,0,1.0,26.14901995,91.7395035
2016-10-05 07:57:00,BHMEURBRD01,470,127,0.2702127659574468,1,0,0,1.0,26.14901995,91.7395035
2016-10-05 08:30:00,BHMEURBRD01,470,201,0.4276595744680851,2,0,0,1.5,26.14901995,91.7395035
2016-10-05 09:04:00,BHMEURBRD01,470,283,0.6021276595744681,2,0,0,1.0,26.14901995,91.7395035
2016-10-05 09:30:00,BHMEURBRD01,470,347,0.7382978723404255,2,0,0,0.5,26.14901995,91.7395035
2016-10-05 10:04:00,BHMEURBRD01,470,383,0.8148936170212766,3,0,0,0.5,26.14901995,91.7395035
2016-10-05 10:30:00,BHMEURBRD01,470,404,0.8595744680851064,4,1,0,0.5,26.14901995,91.7395035
2016-10-05 11:04:00,BHMEURBRD01,470,420,0.8936170212765957,5,1,0,1.0,26.14901995,91.7395035
2016-10-05 11:30:00,BHMEURBRD01,470,429,0.9127659574468086,8,2,0,0.5,26.14901995,91.7395035
2016-10-05 12:04:00,BHMEURBRD01,470,447,0.951063829787234,8,2,0,1.0,26.14901995,91.7395035
2016-10-05 12:30:00,BHMEURBRD01,470,450,0.9574468085106383,9,2,0,1.0,26.14901995,91.7395035
2016-10-05 12:57:00,BHMEURBRD01,470,451,0.9595744680851064,8,2,0,0.5,26.14901995,91.7395035
2016-10-05 13:30:00,BHMEURBRD01,470,454,0.9659574468085106,8,2,0,1.0,26.14901995,91.7395035
2016-10-05 13:57:00,BHMEURBRD01,470,455,0.9680851063829787,5,1,0,1.0,26.14901995,91.7395035
2016-10-05 14:30:00,BHMEURBRD01,470,447,0.951063829787234,4,1,0,1.0,26.14901995,91.7395035
2016-10-05 14:57:00,BHMEURBRD01,470,435,0.925531914893617,4,1,0,0.5,26.14901995,91.7395035
2016-10-05 15:30:00,BHMEURBRD01,470,403,0.8574468085106383,3,0,0,1.5,26.14901995,91.7395035
2016-10-05 16:04:00,BHMEURBRD01,470,374,0.7957446808510639,2,0,0,1.0,26.14901995,91.7395035
2016-10-05 16:30:00,BHMEURBRD01,470,335,0.7127659574468085,2,0,0,0.5,26.14901995,91.7395035
2016-10-06 07:57:00,BHMEURBRD01,470,128,0.2723404255319149,1,1,0,1.0,26.14901995,91.7395035
2016-10-06 08:30:00,BHMEURBRD01,470,199,0.42340425531914894,1,0,0,0.5,26.14901995,91.7395035
2016-10-06 08:57:00,BHMEURBRD01,470,284,0.6042553191489362,2,0,0,1.0,26.14901995,91.7395035
2016-10-06 09:30:00,BHMEURBRD01,470,337,0.7170212765957447,2,0,0,1.0,26.14901995,91.7395035
2016-10-06 10:03:00,BHMEURBRD01,470,388,0.825531914893617,3,0,0,1.0,26.14901995,91.7395035
2016-10-06 10:30:00,BHMEURBRD01,470,424,0.902127659574468,4,1,0,1.0,26.14901995,91.7395035
2016-10-06 10:57:00,BHMEURBRD01,470,441,0.9382978723404255,4,1,0,1.5,26.14901995,91.7395035
2016-10-06 11:30:00,BHMEURBRD01,470,450,0.9574468085106383,7,2,0,1.5,26.14901995,91.7395035
2016-10-06 12:04:00,BHMEURBRD01,470,460,0.9787234042553191,8,2,0,1.0,26.14901995,91.7395035
2016-10-06 12:30:00,BHMEURBRD01,470,465,0.9893617021276596,8,2,0,1.0,26.14901995,91.7395035
2016-10-06 12:57:00,BHMEURBRD01,470,459,0.9765957446808511,8,2,0,1.5,26.14901995,91.7395035
2016-10-06 13:30:00,BHMEURBRD01,470,460,0.9787234042553191,8,2,0,0.5,26.14901995,91.7395035
2016-10-06 13:57:00,BHMEURBRD01,470,455,0.9680851063829787,5,1,0,1.0,26.14901995,91.7395035
2016-10-06 14:30:00,BHMEURBRD01,470,438,0.9319148936170213,4,1,0,0.5,26.14901995,91.7395035
2016-10-06 15:04:00,BHMEURBRD01,470,429,0.9127659574468086,2,0,0,1.0,26.14901995,91.7395035
2016-10-06 15:31:00,BHMEURBRD01,470,403,0.8574468085106383,2,0,0,1.0,26.14901995,91.7395035
2016-10-06 16:04:00,BHMEURBRD01,470,393,0.8361702127659575,2,0,0,1.0,26.14901995,91.7395035
2016-10-06 16:30:00,BHMEURBRD01,470,347,0.7382978723404255,1,0,0,0.5,26.14901995,91.7395035
2016-10-07 08:03:00,BHMEURBRD01,470,121,0.2574468085106383,2,0,0,1.0,26.14901995,91.7395035
2016-10-07 08:30:00,BHMEURBRD01,470,189,0.4021276595744681,2,0,0,1.0,26.14901995,91.7395035
2016-10-07 09:04:00,BHMEURBRD01,470,263,0.5595744680851064,3,1,0,1.0,26.14901995,91.7395035
2016-10-07 09:30:00,BHMEURBRD01,470,294,0.625531914893617,2,0,0,1.0,26.14901995,91.7395035
2016-10-07 09:57:00,BHMEURBRD01,470,322,0.6851063829787234,2,0,0,0.5,26.14901995,91.7395035
2016-10-07 10:30:00,BHMEURBRD01,470,339,0.7212765957446808,4,1,0,1.0,26.14901995,91.7395035
2016-10-07 10:57:00,BHMEURBRD01,470,351,0.7468085106382979,4,1,0,0.5,26.14901995,91.7395035
2016-10-07 11:30:00,BHMEURBRD01,470,354,0.7531914893617021,5,1,0,1.0,26.14901995,91.7395035
2016-10-07 12:03:00,BHMEURBRD01,470,363,0.7723404255319148,8,2,0,0.5,26.14901995,91.7395035
2016-10-07 12:30:00,BHMEURBRD01,470,362,0.7702127659574468,7,2,0,1.0,26.14901995,91.7395035
2016-10-07 13:04:00,BHMEURBRD01,470,360,0.7659574468085106,5,1,0,1.0,26.14901995,91.7395035
2016-10-07 13:30:00,BHMEURBRD01,470,363,0.7723404255319148,7,2,0,0.5,26.14901995,91.7395035
2016-10-07 14:03:00,BHMEURBRD01,470,367,0.7808510638297872,5,2,0,1.0,26.14901995,91.7395035
2016-10-07 14:30:00,BHMEURBRD01,470,352,0.7489361702127659,4,1,0,1.0,26.14901995,91.7395035
2016-10-07 15:04:00,BHMEURBRD01,470,347,0.7382978723404255,2,0,0,0.5,26.14901995,91.7395035
2016-10-07 15:30:00,BHMEURBRD01,470,333,0.7085106382978723,2,0,0,1.0,26.14901995,91.7395035
2016-10-07 15:57:00,BHMEURBRD01,470,324,0.6893617021276596,2,0,0,1.0,26.14901995,91.7395035
2016-10-07 16:30:00,BHMEURBRD01,470,298,0.6340425531914894,2,0,0,1.0,26.14901995,91.7395035
2016-10-08 07:57:00,BHMEURBRD01,470,52,0.11063829787234042,2,0,0,1.5,26.14901995,91.7395035
2016-10-08 08:30:00,BHMEURBRD01,470,54,0.1148936170212766,1,1,0,1.0,26.14901995,91.7395035
2016-10-08 08:57:00,BHMEURBRD01,470,61,0.12978723404255318,2,0,0,1.5,26.14901995,91.7395035
2016-10-08 09:30:00,BHMEURBRD01,470,60,0.1276595744680851,2,0,0,1.0,26.14901995,91.7395035
2016-10-08 10:04:00,BHMEURBRD01,470,63,0.13404255319148936,2,0,0,0.5,26.14901995,91.7395035
2016-10-08 10:30:00,BHMEURBRD01,470,76,0.16170212765957448,3,1,0,1.0,26.14901995,91.7395035
2016-10-08 10:57:00,BHMEURBRD01,470,88,0.18723404255319148,4,1,0,1.0,26.14901995,91.7395035
2016-10-08 11:30:00,BHMEURBRD01,470,97,0.20638297872340425,4,1,0,0.5,26.14901995,91.7395035
2016-10-08 12:04:00,BHMEURBRD01,470,103,0.21914893617021278,6,2,0,1.0,26.14901995,91.7395035
2016-10-08 12:30:00,BHMEURBRD01,470,102,0.2170212765957447,6,2,0,1.0,26.14901995,91.7395035
2016-10-08 13:04:00,BHMEURBRD01,470,116,0.24680851063829787,6,2,0,0.5,26.14901995,91.7395035
2016-10-08 13:30:00,BHMEURBRD01,470,126,0.2680851063829787,6,2,0,1.0,26.14901995,91.7395035
2016-10-08 14:03:00,BHMEURBRD01,470,135,0.2872340425531915,3,1,0,1.0,26.14901995,91.7395035
2016-10-08 14:30:00,BHMEURBRD01,470,141,0.3,4,1,0,1.0,26.14901995,91.7395035
2016-10-08 14:57:00,BHMEURBRD01,470,161,0.3425531914893617,3,1,0,1.0,26.14901995,91.7395035
2016-10-08 15:30:00,BHMEURBRD01,470,158,0.33617021276595743,3,1,0,0.5,26.14901995,91.7395035
2016-10-08 16:04:00,BHMEURBRD01,470,170,0.3617021276595745,2,0,0,1.0,26.14901995,91.7395035
2016-10-08 16:30:00,BHMEURBRD01,470,180,0.3829787234042553,1,0,0,1.5,26.14901995,91.7395035
2016-10-09 08:04:00,BHMEURBRD01,470,42,0.08936170212765958,2,0,1,0.5,26.14901995,91.7395035
2016-10-09 08:30:00,BHMEURBRD01,470,41,0.08723404255319149,1,0,1,1.0,26.14901995,91.7395035
2016-10-09 09:04:00,BHMEURBRD01,470,41,0.08723404255319149,2,0,1,1.0,26.14901995,91.7395035
2016-10-09 09:30:00,BHMEURBRD01,470,41,0.08723404255319149,2,0,1,1.0,26.14901995,91.7395035
2016-10-09 09:57:00,BHMEURBRD01,470,46,0.09787234042553192,2,0,1,1.5,26.14901995,91.7395035
2016-10-09 10:30:00,BHMEURBRD01,470,64,0.13617021276595745,4,1,1,1.0,26.14901995,91.7395035
2016-10-09 11:04:00,BHMEURBRD01,470,72,0.15319148936170213,6,1,1,0.5,26.14901995,91.7395035
2016-10-09 11:30:00,BHMEURBRD01,470,82,0.17446808510638298,5,1,1,1.0,26.14901995,91.7395035
2016-10-09 11:57:00,BHMEURBRD01,470,80,0.1702127659574468,5,1,1,1.5,26.14901995,91.7395035
2016-10-09 12:30:00,BHMEURBRD01,470,74,0.1574468085106383,8,2,1,1.5,26.14901995,91.7395035
2016-10-09 13:04:00,BHMEURBRD01,470,95,0.20212765957446807,8,2,1,1.0,26.14901995,91.7395035
2016-10-09 13:30:00,BHMEURBRD01,470,95,0.20212765957446807,8,2,1,1.0,26.14901995,91.7395035
2016-10-09 14:03:00,BHMEURBRD01,470,115,0.24468085106382978,5,1,1,1.0,26.14901995,91.7395035
2016-10-09 14:30:00,BHMEURBRD01,470,120,0.2553191489361702,5,1,1,1.0,26.14901995,91.7395035
2016-10-09 15:04:00,BHMEURBRD01,470,134,0.2851063829787234,3,0,1,1.0,26.14901995,91.7395035
2016-10-09 15:30:00,BHMEURBRD01,470,123,0.26170212765957446,3,0,1,1.0,26.14901995,91.7395035
2016-10-09 16:03:00,BHMEURBRD01,470,135,0.2872340425531915,3,0,1,1.0,26.14901995,91.7395035
2016-10-09 16:30:00,BHMEURBRD01,470,143,0.30425531914893617,3,0,1,0.5,26.14901995,91.7395035
2016-10-10 08:04:00,BHMEURBRD01,470,115,0.24468085106382978,2,0,0,1.0,26.14901995,91.7395035
2016-10-10 08:30:00,BHMEURBRD01,470,196,0.41702127659574467,1,0,0,1.0,26.14901995,91.7395035
2016-10-10 09:04:00,BHMEURBRD01,470,270,0.574468085106383,3,1,0,0.5,26.14901995,91.7395035
2016-10-10 09:30:00,BHMEURBRD01,470,318,0.676595744680851,2,0,0,1.0,26.14901995,91.7395035
2016-10-10 10:03:00,BHMEURBRD01,470,362,0.7702127659574468,3,0,0,1.0,26.14901995,91.7395035
2016-10-10 10:30:00,BHMEURBRD01,470,377,0.8021276595744681,6,2,0,0.5,26.14901995,91.7395035
2016-10-10 10:57:00,BHMEURBRD01,470,380,0.8085106382978723,4,1,0,1.0,26.14901995,91.7395035
2016-10-10 11:30:00,BHMEURBRD01,470,384,0.8170212765957446,5,1,0,1.0,26.14901995,91.7395035
2016-10-10 11:57:00,BHMEURBRD01,470,407,0.8659574468085106,7,2,0,1.0,26.14901995,91.7395035
2016-10-10 12:30:00,BHMEURBRD01,470,414,0.8808510638297873,8,2,0,1.0,26.14901995,91.7395035
2016-10-10 13:04:00,BHMEURBRD01,470,412,0.8765957446808511,7,2,0,1.0,26.14901995,91.7395035
2016-10-10 13:30:00,BHMEURBRD01,470,406,0.8638297872340426,7,2,0,0.5,26.14901995,91.7395035
2016-10-10 14:03:00,BHMEURBRD01,470,409,0.8702127659574468,5,2,0,0.5,26.14901995,91.7395035
2016-10-10 14:30:00,BHMEURBRD01,470,393,0.8361702127659575,4,1,0,1.0,26.14901995,91.7395035
2016-10-10 14:57:00,BHMEURBRD01,470,378,0.8042553191489362,4,1,0,0.5,26.14901995,91.7395035
2016-10-10 15:30:00,BHMEURBRD01,470,360,0.7659574468085106,2,0,0,0.5,26.14901995,91.7395035
2016-10-10 15:57:00,BHMEURBRD01,470,348,0.7404255319148936,2,0,0,1.0,26.14901995,91.7395035
2016-10-10 16:30:00,BHMEURBRD01,470,318,0.676595744680851,2,0,0,1.0,26.14901995,91.7395035
2016-10-11 08:04:00,BHMEURBRD01,470,121,0.2574468085106383,2,0,0,1.0,26.14901995,91.7395035
2016-10-11 08:30:00,BHMEURBRD01,470,188,0.4,2,0,0,1.0,26.14901995,91.7395035
2016-10-11 08:57:00,BHMEURBRD01,470,268,0.5702127659574469,2,0,0,1.0,26.14901995,91.7395035
2016-10-11 09:30:00,BHMEURBRD01,470,332,0.7063829787234043,3,1,0,1.0,26.14901995,91.7395035
2016-10-11 09:57:00,BHMEURBRD01,470,369,0.7851063829787234,2,0,0,1.0,26.14901995,91.7395035
2016-10-11 10:30:00,BHMEURBRD01,470,406,0.8638297872340426,4,1,0,0.5,26.14901995,91.7395035
2016-10-11 10:57:00,BHMEURBRD01,470,425,0.9042553191489362,4,1,0,1.0,26.14901995,91.7395035
2016-10-11 11:30:00,BHMEURBRD01,470,443,0.9425531914893617,5,1,0,1.0,26.14901995,91.7395035
2016-10-11 12:03:00,BHMEURBRD01,470,456,0.9702127659574468,8,2,0,1.0,26.14901995,91.7395035
2016-10-11 12:30:00,BHMEURBRD01,470,463,0.9851063829787234,6,1,0,1.0,26.14901995,91.7395035
2016-10-11 13:04:00,BHMEURBRD01,470,467,0.9936170212765958,8,2,0,0.5,26.14901995,91.7395035
2016-10-11 13:31:00,BHMEURBRD01,470,468,0.9957446808510638,7,2,0,1.5,26.14901995,91.7395035
2016-10-11 14:04:00,BHMEURBRD01,470,453,0.9638297872340426,4,1,0,0.5,26.14901995,91.7395035
2016-10-11 14:30:00,BHMEURBRD01,470,436,0.9276595744680851,4,1,0,1.0,26.14901995,91.7395035
2016-10-11 15:03:00,BHMEURBRD01,470,426,0.9063829787234042,3,1,0,1.5,26.14901995,91.7395035
2016-10-11 15:33:00,BHMEURBRD01,470,402,0.8553191489361702,3,0,0,0.5,26.14901995,91.7395035
2016-10-11 16:01:00,BHMEURBRD01,470,379,0.8063829787234043,2,0,0,0.5,26.14901995,91.7395035
2016-10-11 16:26:00,BHMEURBRD01,470,351,0.7468085106382979,2,0,0,1.0,26.14901995,91.7395035
2016-10-12 08:04:00,BHMEURBRD01,470,135,0.2872340425531915,1,0,0,1.0,26.14901995,91.7395035
2016-10-12 08:31:00,BHMEURBRD01,470,201,0.4276595744680851,2,0,0,1.0,26.14901995,91.7395035
2016-10-12 09:03:00,BHMEURBRD01,470,289,0.6148936170212767,2,0,0,1.5,26.14901995,91.7395035
2016-10-12 09:26:00,BHMEURBRD01,470,335,0.7127659574468085,2,0,0,1.0,26.14901995,91.7395035
2016-10-12 10:01:00,BHMEURBRD01,470,383,0.8148936170212766,3,0,0,0.5,26.14901995,91.7395035
2016-10-12 10:31:00,BHMEURBRD01,470,432,0.9191489361702128,4,1,0,1.0,26.14901995,91.7395035
2016-10-12 11:04:00,BHMEURBRD01,470,462,0.9829787234042553,7,2,0,1.0,26.14901995,91.7395035
2016-10-12 11:31:00,BHMEURBRD01,470,461,0.9808510638297873,5,1,0,0.5,26.14901995,91.7395035
2016-10-12 12:04:00,BHMEURBRD01,470,469,0.997872340425532,8,2,0,1.0,26.14901995,91.7395035
2016-10-12 12:31:00,BHMEURBRD01,470,462,0.9829787234042553,8,2,0,0.5,26.14901995,91.7395035
2016-10-12 13:04:00,BHMEURBRD01,470,448,0.9531914893617022,7,2,0,1.0,26.14901995,91.7395035
2016-10-12 13:34:00,BHMEURBRD01,470,435,0.925531914893617,7,2,0,1.0,26.14901995,91.7395035
2016-10-12 14:03:00,BHMEURBRD01,470,440,0.9361702127659575,6,2,0,1.5,26.14901995,91.7395035
2016-10-12 14:34:00,BHMEURBRD01,470,436,0.9276595744680851,4,1,0,0.5,26.14901995,91.7395035
2016-10-12 15:01:00,BHMEURBRD01,470,428,0.9106382978723404,2,0,0,0.5,26.14901995,91.7395035
2016-10-12 15:30:00,BHMEURBRD01,470,409,0.8702127659574468,3,1,0,0.5,26.14901995,91.7395035
2016-10-12 15:57:00,BHMEURBRD01,470,378,0.8042553191489362,3,1,0,1.0,26.14901995,91.7395035
2016-10-12 16:31:00,BHMEURBRD01,470,338,0.7191489361702128,2,0,0,1.0,26.14901995,91.7395035
2016-10-13 07:57:00,BHMEURBRD01,470,123,0.26170212765957446,1,0,0,1.0,26.14901995,91.7395035
2016-10-13 08:31:00,BHMEURBRD01,470,218,0.46382978723404256,1,0,0,0.5,26.14901995,91.7395035
2016-10-13 09:04:00,BHMEURBRD01,470,298,0.6340425531914894,3,1,0,1.0,26.14901995,91.7395035
2016-10-13 09:31:00,BHMEURBRD01,470,342,0.7276595744680852,2,0,0,0.5,26.14901995,91.7395035
2016-10-13 09:57:00,BHMEURBRD01,470,376,0.8,3,0,0,1.0,26.14901995,91.7395035
2016-10-13 10:31:00,BHMEURBRD01,470,396,0.8425531914893617,4,1,0,1.0,26.14901995,91.7395035
2016-10-13 11:04:00,BHMEURBRD01,470,412,0.8765957446808511,5,1,0,1.5,26.14901995,91.7395035
2016-10-13 11:31:00,BHMEURBRD01,470,428,0.9106382978723404,5,1,0,1.0,26.14901995,91.7395035
2016-10-13 11:57:00,BHMEURBRD01,470,438,0.9319148936170213,5,1,0,1.5,26.14901995,91.7395035
2016-10-13 12:31:00,BHMEURBRD01,470,440,0.9361702127659575,8,2,0,1.5,26.14901995,91.7395035
2016-10-13 13:04:00,BHMEURBRD01,470,436,0.9276595744680851,7,2,0,1.0,26.14901995,91.7395035
2016-10-13 13:31:00,BHMEURBRD01,470,433,0.9212765957446809,7,2,0,1.0,26.14901995,91.7395035
2016-10-13 13:57:00,BHMEURBRD01,470,432,0.9191489361702128,5,1,0,1.0,26.14901995,91.7395035
2016-10-13 14:31:00,BHMEURBRD01,470,412,0.8765957446808511,4,1,0,0.5,26.14901995,91.7395035
2016-10-13 15:04:00,BHMEURBRD01,470,408,0.8680851063829788,2,0,0,1.0,26.14901995,91.7395035
2016-10-13 15:31:00,BHMEURBRD01,470,390,0.8297872340425532,3,0,0,1.0,26.14901995,91.7395035
2016-10-13 16:04:00,BHMEURBRD01,470,368,0.7829787234042553,3,1,0,1.0,26.14901995,91.7395035
2016-10-13 16:31:00,BHMEURBRD01,470,322,0.6851063829787234,2,0,0,0.5,26.14901995,91.7395035
2016-10-14 08:01:00,BHMEURBRD01,470,112,0.23829787234042554,2,1,0,1.0,26.14901995,91.7395035
2016-10-14 08:27:00,BHMEURBRD01,470,170,0.3617021276595745,1,0,0,1.0,26.14901995,91.7395035
2016-10-14 09:01:00,BHMEURBRD01,470,252,0.5361702127659574,2,0,0,0.5,26.14901995,91.7395035
2016-10-14 09:27:00,BHMEURBRD01,470,283,0.6021276595744681,2,0,0,1.0,26.14901995,91.7395035
2016-10-14 10:01:00,BHMEURBRD01,470,317,0.674468085106383,3,0,0,1.0,26.14901995,91.7395035
2016-10-14 10:27:00,BHMEURBRD01,470,339,0.7212765957446808,4,1,0,1.0,26.14901995,91.7395035
2016-10-14 11:01:00,BHMEURBRD01,470,351,0.7468085106382979,5,1,0,0.5,26.14901995,91.7395035
2016-10-14 11:27:00,BHMEURBRD01,470,360,0.7659574468085106,5,1,0,1.0,26.14901995,91.7395035
2016-10-14 12:01:00,BHMEURBRD01,470,368,0.7829787234042553,8,2,0,1.0,26.14901995,91.7395035
2016-10-14 12:27:00,BHMEURBRD01,470,366,0.7787234042553192,8,2,0,1.5,26.14901995,91.7395035
2016-10-14 13:01:00,BHMEURBRD01,470,370,0.7872340425531915,8,2,0,1.0,26.14901995,91.7395035
2016-10-14 13:27:00,BHMEURBRD01,470,378,0.8042553191489362,7,2,0,0.5,26.14901995,91.7395035
2016-10-14 14:01:00,BHMEURBRD01,470,380,0.8085106382978723,4,1,0,0.5,26.14901995,91.7395035
2016-10-14 14:34:00,BHMEURBRD01,470,364,0.774468085106383,6,2,0,1.0,26.14901995,91.7395035
2016-10-14 15:01:00,BHMEURBRD01,470,341,0.725531914893617,2,0,0,1.0,26.14901995,91.7395035
2016-10-14 15:27:00,BHMEURBRD01,470,334,0.7106382978723405,2,0,0,1.0,26.14901995,91.7395035
2016-10-14 16:01:00,BHMEURBRD01,470,325,0.6914893617021277,2,0,0,1.0,26.14901995,91.7395035
2016-10-14 16:34:00,BHMEURBRD01,470,292,0.6212765957446809,2,0,0,1.0,26.14901995,91.7395035
2016-10-15 08:01:00,BHMEURBRD01,470,42,0.08936170212765958,1,0,0,1.5,26.14901995,91.7395035
2016-10-15 08:34:00,BHMEURBRD01,470,52,0.11063829787234042,1,0,0,1.0,26.14901995,91.7395035
2016-10-15 09:01:00,BHMEURBRD01,470,58,0.12340425531914893,2,0,0,0.5,26.14901995,91.7395035
2016-10-15 09:27:00,BHMEURBRD01,470,61,0.12978723404255318,2,0,0,0.5,26.14901995,91.7395035
2016-10-15 10:01:00,BHMEURBRD01,470,72,0.15319148936170213,3,0,0,0.5,26.14901995,91.7395035
